event_number	date	day	month	year	location	latitude	longitude	country	industry	facility	site	unit	mode	ines	ines_guess	region	description	type	status	capacity	connection_year	comments	core_relevant	origin_description	origin	cause_description	cause	lower_limit	upper_limit
811	1999-10-28	811	811	811	Salem, United States	44.9391565	-123.033121	United States	Energy	Plant	SALEM	1,2	?		1		Degraded CO2 fire suppression system in the 4160Vac switchgear room.	PWR	Operational	1254;1200	1976;1981		1	Event at auxiliary building: (potential) fire in switchgear room	3	Human error	H	0.0	0.0
812	2008-03-25	812	812	812	San Clemente, United States	33.4270275	-117.6124179	United States	Energy	Plant	SAN ONOFRE	2	?		0 to 1		Deficient electrical connections with potential to affect multiple safety systems.  	PWR	Permanent Shutdown	1127	1982		1	Power supply: safety-related 125 Vdc station battery Breaker	1	deficient procedure guidance	H	0.0	0.0
816	2012-12-15	816	816	816	Daisy, United States	42.0559243	-74.0876402	United States	Energy	Plant	SEQUOYAH	1,2	?		2		Inadequate electrical conduit seals for the Essential Raw Cooling Water Pumping Station could result in loss of diesel generators during a flooding event.	PWR	Operational	1221;1200	1980;1981		1	Natural hazards: external flood	3	Inadequate design	H	30.0	40.0
819	2014-01-18	819	819	819	New Hill, United States	35.6809856	-78.9355668	United States	Energy	Plant	HARRIS	1	?		1		Manual reactor trip due to indications of a fire.	PWR	Operational	960	1987		1	Power supply: 480 Vac safeguards bus, station auxiliary transformer	1,2		T	7.0	15.0
821	2001-12-18	821	821	821	New Hill, United States	35.6809856	-78.9355668	United States	Energy	Plant	HARRIS	1	?		1 to 2		Degraded fire barrier and lack of fire brigade training could cause unavailability of Train B safety equipment and TDAFW pump flow control.	PWR	Operational	960	1987		1	Event at auxiliary building: inadequate fire barrier assembly between the B Train Switchgear Room/Auxiliary Control Panel Room and the A Train Cable Spreading Room	3	Inadequate design	H	0.0	0.0
822	2002-12-20	822	822	822	New Hill, United States	35.6809856	-78.9355668	United States	Energy	Plant	HARRIS	1	?		1		Postulated fire could cause the actuation of certain valves that could result in a loss of the charging pump, RCP seal cooling, loss of RCS inventory, and other conditions.  	PWR	Operational	960	1987		1	Charging/Safety Injection Pump (CSIP), Reactor Coolant Pump (RCP)	1	inadequate Safe Shutdown Analysis	H	0.0	1.0
823	2008-10-16	823	823	823	Fort Pierce, United States	27.4467056	-80.3256056	United States	Energy	Plant	ST. LUCIE	1	?		2 to 3		Air intrusion into component cooling water system causes pump cavitation.	PWR	Operational	1045	1976		1	Component cooling water (CCW) system	2	Inadequate maintenance	H	0.0	1.0
824	2014-01-09	824	824	824	Fort Pierce, United States	27.4467056	-80.3256056	United States	Energy	Plant	ST. LUCIE	1	?		1 to 2		Internal Reactor Auxiliary Building Flooding During Heavy Rain Due to Degraded Conduits Lacking Internal Flood Barriers.	PWR	Operational	1045	1976		1	Natural hazards: flooding	3	Inadequate design	H	0.0	10.0
825	2004-09-25	825	825	825	Fort Pierce, United States	27.4467056	-80.3256056	United States	Energy	Plant	ST. LUCIE	1,2	?		1		Severe weather LOOP caused by Hurricane Jeanne while the plant was shutdown. 	PWR	Operational	1045;1050	1976;1983		1	Natural hazards: hurricane	3		T	25.0	40.0
826	1980-06-11	826	826	826	Fort Pierce, United States	27.4467056	-80.3256056	United States	Energy	Plant	ST. LUCIE	1	?		2		At 100% power, a moisture-induced short circuit in a solenoid valve caused a CCW containment isolation valve to shut causing loss of CCW to all reactor coolant pumps(RCPs).   While reducing pressure to initiate the shutdown cooling system (SCS), the top head water flashed to steam, thus forming a bubble (initially undetected by the operators).  During the cooldown, the SCS relief valves lifted and low-pressure safety injection (LPSI) initiated (i.e.,the other LPSI pump started charging, while the other wasused for cooldown).  	PWR	Operational	1045	1976		1	Component cooling water (CCW) system	2		T	0.0	10.0
827	2003-04-30	827	827	827	Fort Pierce, United States	27.4467056	-80.3256056	United States	Energy	Plant	ST. LUCIE	2	?		1		Reactor pressure vessel head leakage because of cracking of control rod drive mechanism nozzles.  	PWR	Operational	1050	1983		1	RPV head	1	PWSCC	T	1.0	10.0
828	2000-09-21	828	828	828	Jenkinsville, United States	39.5328228	-86.8752879	United States	Energy	Plant	SUMMER	1	?		1		Discharge valve to turbine-driven auxiliary feedwater pump locked closed for 48days.	PWR	Operational	1006	1982		1	Auxiliary feedwater pump (AFW/EFW)	1	Improper maintenance	H	0.0	0.0
829	2001-04-23	829	829	829	Gravel Neck, United States	37.370784	-77.463239	United States	Energy	Plant	SURRY	1,2	?		1		EDG 3 is unavailable due to abnormal wear of piston rings.	PWR	Operational	890	1972;1973		1	EDG	1		T	1.0	10.0
830	2001-10-28	830	830	830	Gravel Neck, United States	37.370784	-77.463239	United States	Energy	Plant	SURRY	1					RPV head leakage due to PWSCC of two CRDM nozzles.  	PWR	Operational	890	1972		1	RPV head	1	PWSCC	T	40.0	80.0
832	2011-04-16	832	832	832	Gravel Neck, United States	37.370784	-77.463239	United States	Energy	Plant	SURRY	1,2	?		2		Dual unit loss of offsite power because of switchyard damage caused by a tornado.  	PWR	Operational	890	1972;1973		1	Natural hazard: tornado	3		T	20.0	40.0
834	2003-11-03	834	834	834	Gravel Neck, United States	37.370784	-77.463239	United States	Energy	Plant	SURRY	1	?		1		Potential loss of reactor coolant pump (RCP) seal cooling due to postulated fire damage to emergency switchgear.	PWR	Operational	890	1972		1	Emergency Switchgear Room (ESGR)	1	Unanalyzed Condition	H	0.0	1.0
836	2006-10-07	836	836	836	Gravel Neck, United States	37.370784	-77.463239	United States	Energy	Plant	SURRY	2	?		1		Partial loss of offsite power with subsequent reactor trip.	PWR	Operational	890	1973		1	Turbine buidling	2		T	30.0	50.0
837	2001-10-12	837	837	837	Dauphin, United States	40.398036	-76.8115168	United States	Energy	Plant	THREE MILE ISLAND	1	?		1		RPV head leakage due to PWSCC of eight thermocouple nozzles and five CRDM nozzles.  	PWR	Operational	880	1974		1	RPV head	1	PWSCC	T	10.0	25.0
839	2005-11-07	839	839	839	Florida City, United States	25.4480101	-80.479102	United States	Energy	Plant	TURKEY POINT	3,4	?		0 to 1		AFW pump inoperable for greater time than allowed by technical specifications.  	PWR	Operational	829	1972;1973		1	Auxiliary feedwater pump (AFW/EFW)	1	Inadequate inspection & maintenance	H	0.0	0.0
840	2006-03-08	840	840	840	Florida City, United States	25.4480101	-80.479102	United States	Energy	Plant	TURKEY POINT	3	?		1		Loss of RHR while in Mode 5 because of electrical complications.	PWR	Operational	829	1972		0	RHR	1	Improper maintenance	H	0.0	0.0
841	1974-05-08	841	841	841	Florida City, United States	25.4480101	-80.479102	United States	Energy	Plant	TURKEY POINT	3	?		3		Failure of three EFW pumps to start during test. Operators attempted to start all three EFW pumps while the reactor was at power for testing.  Two of the pumps failed to start as a result of over-tightened packing. The third pump failed to start because of a malfunction in the turbine regulating valve pneumatic controller.	PWR	Operational	829	1972		1	Auxiliary feedwater pump (AFW/EFW)	1		T;H		
842	1986-12-27	842	842	842	Florida City, United States	25.4480101	-80.479102	United States	Energy	Plant	TURKEY POINT	3	?		2		The reactor was tripped manually following a loss ofturbine governor oil system pressure and the subsequent rapid electrical load decrease.  Control rods failed to insert automatically because of two cold solder joints in the power mismatch circuit.  During the transient, a power-operated relief valve (PORV) opened but failed to close(the block valve had to be closed).  The loss of governor oil pressure was due to a cleared orifice blockage and the auxiliary governor dumping control oil.  	PWR	Operational	829	1972		1	Control rod, PORV; Turbine governer	1,2		T	8.0	12.0
843	2004-02-03	843	843	843	Florida City, United States	25.4480101	-80.479102	United States	Energy	Plant	TURKEY POINT	3,4	?		1 to 2		Triennial fire protection issues. 	PWR	Operational	829	1972;1973		1	Event at auxiliary building: (potential) fire in mechanical equipment room, control circuits, cables	3?	inadequate design & procedure	H	0.0	10.0
844	2004-11-20	844	844	844	Waynesboro, United States	38.0652286	-78.9058876592407	United States	Energy	Plant	VOGTLE	2	?		1		Reactor trip with safety injection and full-open demand from steam bypass valves caused by operator error and failed circuit card.	PWR	Operational	1229	1989		1	Instrumentation & Control: solid state protection system (SSPS)	1	Failed circuit board, human error	T;H	5.0	10.0
845	2005-08-29	845	845	845	Killona, United States	30.0060367	-90.482862	United States	Energy	Plant	WATERFORD	3	?		1		Severe weather LOOP caused by Hurricane Katrina while plant was shutdown.  	PWR	Operational	1250	1985		1	Natural hazards: hurricane	3		T	40.0	60.0
846	2013-05-26	846	846	846	Killona, United States	30.0060367	-90.482862	United States	Energy	Plant	WATERFORD	3	?		0 to 1		Emergency diesel generator inoperable due to room exhaust-fan fire.  	PWR	Operational	1250	1985		0	EDG	1	Inadequate procedure	H	0.0	1.0
847	2004-11-22	847	847	847	Spring City, United States	40.176767	-75.5476803	United States	Energy	Plant	WATTS BAR	1	?		1		Component cooling backup line from essential raw cooling water unavailable due to silt blockage.  	PWR	Operational	1210	1996		1	essential raw cooling water (ERCW)	1?	Inadequate maintenance	H	0.0	0.0
849	2012-01-13	849	849	849	Burlington, United States	44.4723989	-73.2114941	United States	Energy	Plant	WOLF CREEK	Single	?		2		Multiple switchyard faults cause reactor trip and subsequent loss of offsite power. 	PWR	Operational	1285	1985		1	Switchyard	2		T	130.0	200.0
852	1994-09-17	852	852	852	Burlington, United States	44.4723989	-73.2114941	United States	Energy	Plant	WOLF CREEK	Single	0		2		When the plant was in cold shutdown, operators implemented two unpermitted simultaneous evolutions,which resulted in the transfer of 9,200 gallons of reactor coolant system (RCS) inventory to the reactor water storage tank (RWST).  Operators immediately diagnosed the problem and terminated the event by closing the residual heat removal (RHR) cross-connect motor-operated valve (MOV).  The temperature of the RCS increased by 7EF as a result of this event.  	PWR	Operational	1285	1985		1	Reactor Coolant System (RCS)	1	Human error	H	0.0	0.0
853	1977-07-12	853	853	853	Zion, United States	42.4461322	-87.8328505	United States	Energy	Plant	ZION	2	?		2		Testing causes instrumentation errors. With the reactor in hot shutdown, testing caused operators to lose indications of reactor and secondary system parameters.  In addition, inaccurate inputs were provided to control and protection systems.	PWR	Permanent Shutdown	1085	1973	<LC> insufficient information	1				H		
854	1978-11-02	854	854	854	Ohkuma-Machi, Japan			Japan	Energy	Plant	FUKUSHIMA-DAIICHI	3	0		?	A	According to TEPCO, during the regular inspection five out of 137 control rods of the reactor came off, possibly triggering a self-sustained nuclear fission reaction.	BWR	Permanent Shutdown	784	1974	Lack of official information	?	Control rod	1		?	0.0	0.0
857	1990-09-24	857	857	857	Cáceres, Spain	39.4745175	-6.3716761	Spain	Energy	Plant	ALMARAZ	1 or 2?	0		1	WE	Total loss of reactor heat removal (RHR) because of a misalignment of the one RHR train, and unavailability of the other train. This lasted for 46 minutes, and there was a heat-up of the primary coolant from 40 to 70 C.	PWR		1049 or 1044	1981 or 1983	minor safety significance - human (procedural)	1		1		H	0.0	10.0
858	1999-09-25	858	858	858	Barseback, Sweden	55.7716614	12.9563659	Sweden	Energy	Plant	BARSEBACK	2	2	2.0		NE	When performing recurrent inspection of the system for auxiliary cooling, eight valves were manually closed by mistake. This caused cooling capacity unavailability during six minutes in the component cooling system which in turn caused safety system unavailability, i.e. containment spray, residual heat removal and diesel generators. Manual scram was initiated and one minute later cooling capacity re-established.	BWR	Permanent Shutdown	615	1977	INES 2 due insufficient safety system availability	1		1		H	0.0	1.0
859	1998-06-11	859	859	859	Léré, France	47.4723821	2.8718592	France	Energy	Plant	BELLEVILLE	2	2	2.0		WE	While the reactor was operating, during a periodic test, a spurious triggering of the containment spray system issued a command to isolate the containment which in turn caused the primary pumps to cut out. This was followed by a reactor emergency shutdown during which one of 65 control clusters remained jammed in the high position.. The operator then applied the relevant incident procedures in order to bring the reactor into a safe state. This incident had no effect on the environment.	PWR	Operational	1363	1988	INES 2 due to several independent failures affecting safety systems	1		1		H	10.0	200.0
860	1996-04-06	860	860	860	Léré, France	47.4723821	2.8718592	France	Energy	Plant	BELLEVILLE	1	2	2.0		WE	A control rod jammed at the top of the core during a scram. The scram was due to an error in the realization of a periodic test of the rods. The incident had no impact on the fuel because the jamming of a control rod is anticipated by the design of the protection system. During following control rod drop tests no anomaly was detected.	PWR	Operational	1363	1987	INES 2 probably due to degradation of safety function	1		1		T	0.0	10.0
861	1991-06-22	861	861	861	Léré, France	47.4723821	2.8718592	France	Energy	Plant	BELLEVILLE	2	0	2.0		WE	During reactor shutdown for partial inspection and refueling, cracks were observed in the small-diameter branch-pipes in the two low-pressure safety injection system circuits; their function of this circuit is in the event of an accident (such as a break in the reactor primary cooling system) to introduce borated water into the vessel in order to stop the nuclear reaction and to provide water for core cooling. The activation of the circuit could have resulted in the cracks (several centimeters long) bursting open and thus jeopardizing the safety of the reactor. However, a preliminary study seems to indicate that the safety margins used in the circuit calculations would have made it possible to bring the reactor to a safe shutdown state.	PWR	Operational	1363	1988	Level 2 on the French severity scale due to identical (common mode) cracks in two circuits of an important safety system	1		1		T	0.0	10.0
862	1991-05-24	862	862	862	Léré, France	47.4723821	2.8718592	France	Energy	Plant	BELLEVILLE	2	0	2.0		WE	While the reactor was shut down for a full inspection and fuel reloading, the pumps of the shutdown cooling system (RRA) showed signs of abnormal functioning; this anomaly became apparent during emptying of the primary circuit, before the vessel is opened. The facility's control team reacted immediately by interrupting the emptying operation and adding make-up water to the reactor vessel.This stage of emptying of the primary circuit, which is carried out while the core is loaded with fuel, is rather tricky as the water level must be reduced while still keeping a sufficient reserve above the core.	PWR	Operational	1363	1988	Level 2 on the French severity scale due to two independent failures during a single sequence.	1		1		T	0.0	1.0
